Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
772,22-24,Woman,India,Master’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
249,22-24,Woman,Other,Master’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,SQL
9391,25-29,Woman,Russia,Master’s degree,Product/Project Manager,1-2 years,Python,,SQL,,,,,,,,,,,Python
703,60-69,Man,Singapore,Bachelor’s degree,Business Analyst,20+ years,Python,,SQL,,,,,,,,,,Other,Python
611,45-49,Man,Sweden,Doctoral degree,Software Engineer,20+ years,Python,,,,C++,,,,,,,,Other,Python
449,22-24,Woman,Singapore,Bachelor’s degree,Business Analyst,3-5 years,Python,,,,,,,,,,,,,SQL
1342,25-29,Man,Taiwan,Master’s degree,Data Analyst,5-10 years,Python,R,SQL,,,,,,,Bash,,,,Python
450,25-29,Man,India,Master’s degree,Data Analyst,< 1 years,Python,,SQL,,,,,,,,,,,SQL
385,40-44,Man,Singapore,Doctoral degree,Software Engineer,5-10 years,Python,,,C,C++,,,,,,,,,C++
495,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
31,35-39,Woman,India,,,,,,,,,,,,,,,,,
521,35-39,Man,Netherlands,Master’s degree,Other,20+ years,Python,R,SQL,,,,,,,Bash,,,Other,Python
817,25-29,Man,India,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,,,,,,Bash,,,,Python
641,18-21,Man,Brazil,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,,Java,,,,,,,,Python
592,60-69,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,R,SQL,,,,,,,,,,Other,R
2474,22-24,Woman,Taiwan,Master’s degree,Data Engineer,1-2 years,Python,,,,,,,,,,MATLAB,,,Python
648,25-29,Woman,India,Professional degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
1574,25-29,Man,Brazil,Bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,,,,Javascript,,,,,,,Python
604,30-34,Woman,Russia,Professional degree,Business Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
596,35-39,Man,Japan,Bachelor’s degree,Software Engineer,1-2 years,,,SQL,,,,,,,,,,Other,Python
450,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
523,18-21,Man,India,Master’s degree,Student,3-5 years,Python,,,C,C++,Java,Javascript,,,,,,,Python
260,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,Python
47,22-24,Woman,India,,,,,,,,,,,,,,,,,
1090,50-54,Man,Brazil,Bachelor’s degree,Business Analyst,20+ years,Python,,,,,,,,,,,,,Python
718,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python
1092,55-59,Man,Peru,Master’s degree,Product/Project Manager,20+ years,Python,,SQL,C,C++,Java,,,,,MATLAB,,,C
263,35-39,Man,Russia,I prefer not to answer,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
645,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,1-2 years,Python,R,SQL,,C++,,Javascript,,,,MATLAB,,,Python
2868,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
539,25-29,Man,Greece,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
660,30-34,Woman,Brazil,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
1064,30-34,Man,Canada,Master’s degree,Machine Learning Engineer,10-20 years,Python,R,SQL,,,,,,,,,,Other,Python
580,50-54,Man,United States of America,Master’s degree,Product/Project Manager,10-20 years,Python,,,,,Java,Javascript,,,,,,,Python
531,30-34,Man,Germany,Master’s degree,Software Engineer,5-10 years,,,SQL,,,Java,Javascript,,,Bash,,,,Python
1029,35-39,Man,India,Master’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
427,25-29,Man,India,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,,Java,,,,Bash,,,,Python
693,35-39,Man,India,Master’s degree,Business Analyst,10-20 years,,,SQL,,,,,,,,,,Other,Python
4427,60-69,Man,Other,Master’s degree,Data Scientist,20+ years,Python,,,,,,Javascript,,,,,,,Javascript
165,40-44,Man,Malaysia,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
2815,30-34,Woman,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,,,,,,,,,,,Python
671,25-29,Man,Chile,Master’s degree,Business Analyst,5-10 years,Python,R,SQL,,,,,,,,,,,R
918,22-24,Woman,India,Master’s degree,Statistician,3-5 years,Python,R,SQL,C,C++,,,,,,MATLAB,,,Python
558,22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,R,SQL,C,C++,Java,,,,,,,,Python
280,22-24,Man,Spain,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,None
317,22-24,Prefer to self-describe,Greece,Bachelor’s degree,Research Scientist,5-10 years,Python,,,,C++,,,,,,,,,Python
325,35-39,Man,France,Master’s degree,Data Scientist,10-20 years,Python,R,,,,,,,,,,,,Python
3567,22-24,Man,Other,Master’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,,Python
365,25-29,Man,India,I prefer not to answer,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
290528,40-44,Man,France,Doctoral degree,,,,,,,,,,,,,,,,
490,25-29,Woman,Turkey,Doctoral degree,Data Scientist,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
645,18-21,Man,Greece,Bachelor’s degree,Student,1-2 years,Python,,SQL,,,,Javascript,,,Bash,,,,Python
108,22-24,Man,Other,Doctoral degree,Data Analyst,1-2 years,Python,,SQL,C,C++,Java,,,,,,,,Python
1106,25-29,Man,Russia,Master’s degree,,,,,,,,,,,,,,,,
1365,45-49,Man,Brazil,Doctoral degree,Data Analyst,10-20 years,Python,R,,C,C++,,,,,,MATLAB,,,Python
294,40-44,Man,Portugal,Doctoral degree,Statistician,I have never written code,,,,,,,,,,,,,,
168512,22-24,Man,India,Master’s degree,Currently not employed,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python
776,22-24,Woman,United States of America,Bachelor’s degree,Other,3-5 years,Python,R,,,,,,,,,,,,Python
32,30-34,Man,India,Bachelor’s degree,Software Engineer,,,,,,,,,,,,,,,
258434,25-29,Woman,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
683,22-24,Man,Thailand,Bachelor’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
1871,25-29,Man,Other,Bachelor’s degree,Statistician,3-5 years,,R,SQL,,,,,,,,,,,SQL
2479,50-54,Man,Japan,Doctoral degree,Statistician,20+ years,Python,R,,C,C++,,,,,,,,,Python
234,18-21,Man,Russia,Master’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python
537,45-49,Man,United States of America,Master’s degree,Research Scientist,10-20 years,Python,R,SQL,,,,,,,,,,Other,Python
1018,22-24,Man,Kenya,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
610,25-29,Man,India,Master’s degree,Research Scientist,1-2 years,,R,,,,,,,,,MATLAB,,,R
567,30-34,Woman,Singapore,Bachelor’s degree,Software Engineer,10-20 years,,,SQL,,,,,,,,,,,Python
463,45-49,Man,India,Bachelor’s degree,Product/Project Manager,5-10 years,,,,,,,,,,,,None,,Python
483,22-24,Woman,Russia,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
291,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,,,,,,,,,Python
180691,40-44,Man,Brazil,Master’s degree,Other,3-5 years,Python,,,,C++,,,,,,,,Other,Python
171,35-39,Woman,Brazil,Master’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
19005,45-49,Man,South Korea,Bachelor’s degree,Software Engineer,20+ years,Python,,,C,C++,,Javascript,,Swift,,,,Other,Python
51527,40-44,Man,Argentina,Master’s degree,Data Scientist,< 1 years,,R,,,,,,,,,,,,R
73385,45-49,Man,Spain,No formal education past high school,Data Analyst,3-5 years,,R,SQL,,,,,,,,,,,SQL
665,22-24,Man,Russia,Bachelor’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,Python
9417,35-39,Man,Canada,Doctoral degree,Machine Learning Engineer,10-20 years,Python,,,,,,,,,Bash,,,,Python
1434,35-39,Man,Japan,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
1476,40-44,Woman,India,Master’s degree,Currently not employed,10-20 years,Python,R,,C,C++,,Javascript,,,,,,,R
511,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
257,22-24,Woman,Other,Bachelor’s degree,Currently not employed,5-10 years,Python,,,,,,,,,,,,,C++
517,35-39,Man,Germany,Doctoral degree,Data Scientist,5-10 years,Python,,,C,C++,Java,,,,,,,,Python
1119,25-29,Man,India,Professional degree,Data Scientist,3-5 years,Python,R,,,,,,,,,,,Other,Python
956,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,R,SQL,C,,Java,,,,,,,,Python
200,45-49,Man,Greece,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
6630,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
689,25-29,Man,Japan,Bachelor’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
22124,25-29,Man,Colombia,Master’s degree,Other,I have never written code,,,,,,,,,,,,,,
814,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years,Python,,,,,,,,,,,,,Python
70,30-34,Woman,United States of America,Master’s degree,Student,< 1 years,,,,,,,,,,,,,,
848,18-21,Man,India,Bachelor’s degree,Data Analyst,1-2 years,Python,,,,,Java,,,,,,,,Python
835,40-44,Man,Portugal,Master’s degree,Data Analyst,20+ years,Python,,SQL,,,,,,,,,,Other,Python
247,35-39,Woman,Saudi Arabia,Doctoral degree,Student,< 1 years,,,SQL,C,C++,Java,Javascript,,,,,,,Python
620,30-34,Man,Mexico,Doctoral degree,Research Scientist,3-5 years,Python,,,C,C++,,,,,Bash,,,Other,Python
753,35-39,Man,Japan,Master’s degree,Other,1-2 years,,,,,,,,,,,MATLAB,,,Python
340,40-44,Man,India,Master’s degree,Software Engineer,1-2 years,Python,,,,,,Javascript,,,,,,,Python
503,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,Bash,,,,Python
579,22-24,Woman,India,Master’s degree,Data Analyst,< 1 years,,,SQL,,,,,,,,,,,Python
760,25-29,Man,Switzerland,Master’s degree,Currently not employed,5-10 years,Python,,SQL,,,,Javascript,,,,,,,C
159,22-24,Man,Bangladesh,Master’s degree,Currently not employed,3-5 years,Python,,SQL,,C++,,Javascript,,,,,,,Python
444,40-44,Man,Brazil,I prefer not to answer,Software Engineer,20+ years,Python,,SQL,C,,Java,Javascript,,,Bash,,,Other,Python
1408,30-34,Man,United Arab Emirates,Master’s degree,Business Analyst,5-10 years,Python,,SQL,,,,,,,,,,Other,Python
735,50-54,Man,Brazil,Master’s degree,Other,20+ years,Python,,SQL,,,Java,Javascript,,,,,,Other,SQL
311,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,,C++,,,,,,,,Other,Python
841,35-39,Man,Germany,Master’s degree,Product/Project Manager,10-20 years,Python,R,SQL,,,,Javascript,,,,,,,Python
595,25-29,Man,Sri Lanka,No formal education past high school,Other,3-5 years,Python,,,,,,,,,,,,,Python
421,25-29,Man,Spain,Master’s degree,Machine Learning Engineer,10-20 years,Python,,,,,Java,,,,,,,,Python
265,22-24,Man,India,Master’s degree,Software Engineer,1-2 years,,,SQL,C,C++,Java,Javascript,,,,,,,Java
312,25-29,Woman,India,Master’s degree,Student,< 1 years,Python,R,SQL,,,,,,,,,,,Python
41,30-34,Man,China,,,,,,,,,,,,,,,,,
912,50-54,Man,Brazil,Doctoral degree,Research Scientist,20+ years,,,,C,C++,,,,,,,,,Python
897,25-29,Man,Turkey,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,C++,,,,,Bash,,,,Python
717,25-29,Man,India,Doctoral degree,Data Analyst,< 1 years,Python,R,,,,,,,,,,,,Python
343,25-29,Woman,Spain,Doctoral degree,Research Scientist,5-10 years,Python,,,C,,,,,,,,,,Python
1226,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,,R,,,,,,,,,,,,Python
777,18-21,Woman,India,Bachelor’s degree,Data Analyst,5-10 years,Python,,SQL,C,,Java,,,,,,,,Python
586,40-44,Man,United States of America,Master’s degree,Data Analyst,20+ years,Python,R,,,C++,,,,,,,,,Python
723,25-29,Man,Singapore,Bachelor’s degree,Business Analyst,3-5 years,Python,,SQL,,,,,,,Bash,,,,SQL
301,35-39,Man,India,Master’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
198,18-21,Man,India,I prefer not to answer,Student,3-5 years,Python,,SQL,,C++,,,,,,,,,Python
543,30-34,Man,China,Doctoral degree,Research Scientist,5-10 years,Python,,,,C++,,,,,,MATLAB,,,Python
474,22-24,Man,Nigeria,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
792,50-54,Man,Japan,Bachelor’s degree,Other,20+ years,Python,,,,,,,,,,,,Other,Python
417,35-39,Woman,Russia,Doctoral degree,Data Scientist,3-5 years,Python,,SQL,C,C++,,,,,,MATLAB,,,Python
663,30-34,Woman,Sweden,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
467,22-24,Man,Poland,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,Python,,,,,Java,Javascript,,,,,,,Python
852,55-59,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
290,22-24,Woman,Morocco,Master’s degree,Student,3-5 years,Python,R,SQL,C,C++,Java,,,,,,,,Python
599,22-24,Prefer to self-describe,Ukraine,Master’s degree,Data Analyst,< 1 years,Python,,,,C++,,,,,,,,,C++
369,22-24,Woman,Bangladesh,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,,Java,,,,,MATLAB,,,Python
226,25-29,Man,Israel,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,,,,,,,,,None
161,18-21,Woman,India,Master’s degree,Student,1-2 years,Python,R,,,C++,,,,,,,,,Python
414,40-44,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,,MATLAB,,,SQL
449,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20+ years,Python,,SQL,,,,,,,,,,Other,Python
5657,30-34,Man,India,Master’s degree,Data Engineer,10-20 years,Python,,,,,,,,,,,,,Python
324,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
35,45-49,Man,Belarus,,,,,,,,,,,,,,,,,
26248,30-34,Man,Germany,Master’s degree,Research Scientist,5-10 years,Python,R,SQL,C,,Java,,,,Bash,,,,C
1027,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,,,,C,,Java,,,,,,,,Python
417,18-21,Woman,Canada,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,,Java,Javascript,,,,,,,Python
542,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,,Javascript,,,,,,,Python
198,35-39,Man,Brazil,Doctoral degree,Other,< 1 years,,,,,,,,,,,,,,
906,18-21,Man,Pakistan,Master’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
468,30-34,Man,Italy,Doctoral degree,Machine Learning Engineer,1-2 years,Python,,,,,,,,,,,,,Python
62,40-44,Man,Japan,Master’s degree,,,,,,,,,,,,,,,,
441,25-29,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
403,25-29,Man,United States of America,Bachelor’s degree,Other,1-2 years,Python,,SQL,,C++,Java,Javascript,,,,,,,Python
754,40-44,Man,United States of America,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,10-20 years,Python,,,,,,,,,Bash,,,,Python
512,35-39,Man,United States of America,Doctoral degree,Other,5-10 years,Python,,SQL,,,,,,,,,,,Python
893,40-44,Woman,Japan,Bachelor’s degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
414,25-29,Woman,India,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,,,,,,,,,,Python
56164,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,1-2 years,Python,,,,,,,,,,,,,Python
1080,50-54,Man,Colombia,Master’s degree,Research Scientist,5-10 years,Python,,,,,,,,,,,,Other,Python
47,25-29,Woman,Brazil,,,,,,,,,,,,,,,,,
351,35-39,Man,Saudi Arabia,Professional degree,Data Analyst,< 1 years,Python,R,SQL,,,,,,,,,,,Python
1386,50-54,Man,Turkey,Professional degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
456,45-49,Man,Italy,Master’s degree,Product/Project Manager,5-10 years,Python,,,,C++,Java,,,,,,,,Python
441,18-21,Man,China,Master’s degree,,,,,,,,,,,,,,,,
555,22-24,Man,Israel,Master’s degree,Research Scientist,1-2 years,Python,,,C,C++,,,,,,,,,C++
79,22-24,Man,Other,,,,,,,,,,,,,,,,,
1399,45-49,Man,India,Master’s degree,Other,5-10 years,Python,R,,,,,,,,,,,,R
393,22-24,Woman,India,Master’s degree,Currently not employed,< 1 years,,,,,,,,,,,,,Other,Python
1474,18-21,Man,Germany,Bachelor’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,C++
747,25-29,Man,India,Master’s degree,Other,1-2 years,Python,,,,,,Javascript,,,,,,,Python
301,22-24,Woman,South Africa,Bachelor’s degree,Statistician,1-2 years,,R,SQL,,,,,,,,,,Other,R
693,30-34,Man,Other,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
263,22-24,Woman,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,Javascript
100,18-21,Man,United States of America,Bachelor’s degree,Data Engineer,1-2 years,Python,,SQL,,,,,,,,,,,Python
1732,30-34,Man,India,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,,,,Python
5158,25-29,Man,South Africa,Bachelor’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
549,40-44,Man,Belgium,Bachelor’s degree,DBA/Database Engineer,10-20 years,,,SQL,,,,Javascript,,,,,,,SQL
1242,22-24,Man,Bangladesh,Doctoral degree,Statistician,1-2 years,Python,R,,,,,,,,,,,,Python
500,30-34,Man,Viet Nam,Master’s degree,Data Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,Python
520,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
917,40-44,Man,Sweden,Master’s degree,Other,10-20 years,Python,,,,,,,,,,,,Other,Python
369,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,SQL,C,,Java,Javascript,,,,,,,Python
3837,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
312,35-39,Woman,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
1053,25-29,Man,Japan,Master’s degree,Other,3-5 years,,,,,C++,,,,,,,,,Python
998,35-39,Man,India,Professional degree,Research Scientist,3-5 years,,,,,,,,,,,MATLAB,,,Python
1090,60-69,Man,Russia,I prefer not to answer,Currently not employed,20+ years,Python,R,,,,,,,,,,,Other,Python
1783,45-49,Man,Italy,No formal education past high school,Software Engineer,20+ years,,,,,,Java,,,,,,,,Python
7033,35-39,Woman,South Korea,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,Java,,,,Bash,,,,SQL
725,40-44,Man,Belgium,Master’s degree,Software Engineer,5-10 years,Python,,,,,,,,,,,,,Python
76005,30-34,Woman,Poland,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,Bash,,,,Python
801,25-29,Man,Argentina,Bachelor’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,,,,SQL
780,30-34,Man,Brazil,Professional degree,Data Scientist,10-20 years,Python,R,,C,,Java,,,,,,,Other,R
452,22-24,Man,China,Master’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
472,22-24,Woman,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,C,,,,,,,,,,Python
433,22-24,Man,Belgium,Master’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
16513,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
566,25-29,Man,China,Master’s degree,Data Scientist,3-5 years,,R,SQL,,,,,,,Bash,,,,R
655,25-29,Woman,United States of America,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
863,50-54,Man,Canada,Master’s degree,Data Scientist,5-10 years,,R,SQL,,,,,,,,,,,SQL
461,25-29,Woman,India,Master’s degree,Data Analyst,5-10 years,,R,SQL,,,,,,,,,,,R
1237,22-24,Man,India,Master’s degree,Student,1-2 years,Python,R,,,,,,,,,,,,Python
93,25-29,Woman,India,Master’s degree,Business Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
1384,18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,Java,,,,,,,,Python
627,45-49,Man,Singapore,Master’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python
2868,22-24,Man,Malaysia,Master’s degree,Data Analyst,1-2 years,Python,R,,,,,,,,,,,,Python
550,18-21,Man,Turkey,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,,,,,,,,,Python
77,18-21,Woman,China,,,,,,,,,,,,,,,,,
394,22-24,Man,Australia,Master’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,Python
469,25-29,Man,India,Bachelor’s degree,Data Analyst,I have never written code,,,,,,,,,,,,,,
628,25-29,Man,India,Master’s degree,Data Scientist,< 1 years,Python,R,SQL,,,,,,,,,,,Python
1060,40-44,Woman,United States of America,Professional degree,Business Analyst,10-20 years,,,SQL,,,,,,,,,,,SQL
1088,40-44,Man,India,Master’s degree,Currently not employed,10-20 years,,,SQL,,,Java,Javascript,,,,,,,Python
257,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,3-5 years,Python,R,,,,,,,,,,,,Python
991,22-24,Man,Pakistan,Master’s degree,Student,3-5 years,Python,,SQL,,C++,,,,,,,,,Python
16852,30-34,Man,Germany,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,SQL
843,22-24,Prefer to self-describe,Thailand,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
429,22-24,Man,Colombia,Master’s degree,Other,< 1 years,Python,,SQL,,,,,,,,,,,Python
541,25-29,Man,China,Doctoral degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
1370,40-44,Woman,Saudi Arabia,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,,Javascript,,,,,,Other,Python
5345,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,Python,,,,C++,Java,,,,Bash,,,,C++
371,22-24,Man,Bangladesh,Master’s degree,Student,3-5 years,Python,,,,C++,Java,Javascript,,,,,,,Python
194,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
445246,25-29,Man,Other,Bachelor’s degree,Data Analyst,3-5 years,,,SQL,,,,,,,,,,,Python
110,18-21,Man,Russia,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
252,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,,,,,,MATLAB,,,C++
2406,22-24,Woman,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
2332,25-29,Man,Italy,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
1089,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,Javascript,,,,,,,Python
491,22-24,Man,Greece,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
9818,25-29,Woman,United States of America,Bachelor’s degree,Data Engineer,5-10 years,Python,,SQL,,,,,,,Bash,,,Other,Python
486,18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,,,,,,,,,SQL
98,35-39,Man,Switzerland,No formal education past high school,Currently not employed,I have never written code,,,,,,,,,,,,,,
805,22-24,Man,Kenya,Bachelor’s degree,Student,3-5 years,Python,R,SQL,C,C++,Java,,,,,,,,MATLAB
510,30-34,Woman,United States of America,Master’s degree,Other,1-2 years,Python,,,,,,Javascript,,,,,,Other,Python
364,25-29,Nonbinary,United States of America,Master’s degree,Student,5-10 years,Python,,SQL,,,,,,,,,,Other,Python
774,45-49,Man,Spain,Master’s degree,Other,20+ years,Python,,,,C++,,,,,,,,Other,Python
364,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
7016,55-59,Man,United States of America,Bachelor’s degree,Software Engineer,20+ years,Python,,SQL,C,C++,Java,,,,Bash,,,,Python
230,18-21,Woman,India,I prefer not to answer,Student,1-2 years,Python,,,C,C++,Java,,,,,,,,Python
85,22-24,Man,India,,,,,,,,,,,,,,,,,
532,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,Python,,,,,,,,,,,,,Python
661,50-54,Man,United States of America,Bachelor’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,,,,SQL
695,18-21,Woman,Romania,No formal education past high school,Other,1-2 years,Python,,,,,,,,,,,,,None
506,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,,,,,,,,,Python
736,30-34,Woman,Other,Doctoral degree,Student,5-10 years,Python,,SQL,,C++,Java,Javascript,,,,MATLAB,,,Python
1265,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,MATLAB,,,Python
466,40-44,Man,Switzerland,Master’s degree,Other,1-2 years,,,,,,,,,,,,None,,Python
1511,50-54,Man,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,,,SQL,C,C++,Java,,,,Bash,,,,Python
32,18-21,Man,India,,,,,,,,,,,,,,,,,
671,18-21,Man,Indonesia,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,Java,,,,,,,,Python
580,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,Java,Javascript,,,,,,Other,Python
711,22-24,Man,India,Master’s degree,Software Engineer,1-2 years,Python,,,,,,Javascript,,,,,,Other,Python
641,25-29,Man,South Korea,Master’s degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python
565,25-29,Woman,Other,Doctoral degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
157,30-34,Man,India,Professional degree,Statistician,I have never written code,,,,,,,,,,,,,,
